Report Submission Source,Multiple Rows per Incident,Report Number,Carrier/Reporter Name,Incident Route,Incident City,Incident State,Date of Incident,Time of Incident,Quantity Released,Unit of Measure,Identification Number,Commodity Long Name,Hazardous Class,Total Hazmat Fatalities,Total Hazmat Hosp Injuries,Total Hazmat NonHosp Injuries,Total Amount of Damages,Shipper Name,Origin City,Origin State,Mode of Transportation,Identification Markings,Cont1 Material of Construction,Cont1 Packaging Type,Cont1 Package Capacity,Cont1 Package Capacity UOM,Cont1 Pkg Number in Shipment,Cont1 Pkg Shipment Nbr Failed,Cont2 Material of Construction,Cont2 Package Type,Cont2 Package Capacity,Cont2 Capacity UOM Reported,Cont2 Pkg Number in Shipment,Cont2 Pkg Shipment Nbr Failed,What Failed Description,How Failed Description,Failure Cause Description,Description of Events,HMIS Serious Incident Ind,HMIS Serious Bulk Release,HMIS Serious Evacuations,HMIS Serious Fatality,HMIS Serious Flight Plan,HMIS Serious Injury,HMIS Serious Major Artery,HMIS Serious Marine Pollutant,HMIS Serious Radioactive
Paper,No,I-2007020422,CHERRY HILL CONSTRUCTION  INC.,EASTBOUND VAN NESS ST.  N.W.,WASHINGTON,DC,04/27/2006,1130,103,LGA,NA1993,DIESEL FUEL,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,16589,CHERRY HILL CONSTRUCTION  INC.,JESSUP,MARYLAND,Highway,NO MARKINGS GIVEN,,,,,,,,,,,,,Hose Adaptor or Coupling,Leaked,Defective Component or Device,AT APPROXIMATELY 11:30 AM ON THURSDAY APRIL 27  2006 EMPLOYEE (CHERRY HILL FUEL TRUCK DRIVER) DISCOVERED THAT HER FUEL TRUCK NUMBER 338  WHICH WAS PARKED ON THE EASTBOUND SIDE OF VAN NESS STREET N.W. WASHINGTON  D.C. HAD BEGUN TO LEAK DIESEL FUEL. EMPLOYEE INDICATED THAT SHE HAD COMPLETED FUELING EQUIPMENT ON THE SITE AND LEFT HER TRUCK PARKED ON THE EASTBOUND SIDE OF VAN NESS STREET WHILE SHE WENT UP TO THE CHERRY HILL OFFICE TRAILER. SHE WAS WALKING BACK TO HER TRUCK FROM THE TRAILER AND WAS AT THE INTERSECTION OF INTERNATIONAL DRIVE AND VAN NESS WHEN SHE NOTICED THE LEAK. UPON INVESTIGATION  EMPLOYEE DISCOVERED THAT THE LEAK WAS CAUSED BY FAILURE OF A HOSE COUPLING ON THE LINE FROM THE MAIN TANK TO THE PUMP. THE LEAK ORIGINATED AROUND THE COUPLING AND THERE WAS NOT A “HOLE” IN THE LINE IT WOULD BE BETTER DESCRIBED AS A SEPARATION OF THE METAL COUPLING FROM THE LINE. THE ESTIMATED DURATION OF THE RELEASE IS 8-10 MINUTES. THE ABSORBENT THAT WAS STORED ON THE FUEL TRUCK WAS DEPLOYED IMMEDIATELY.     OTHER CHERRY HILL PERSONNEL RESPONDED IMMEDIATELY TO CONTAIN THE SPILLED FUEL. ANOTHER MALE EMPLOYEE (CHERRY HILL SUPERINTENDENT) HAD THE ON-SITE SPILL KIT BROUGHT TO THE SCENE AND DEPLOYED MORE ABSORBENT AS WELL AS ABSORBENT PADS. AT APPROXIMATELY 11:40 AM MALE EMPLOYEE CALLED ME TO NOTIFY ME OF THE SPILL. I ASKED HIM IF HE WANTED ME TO BRING THE SPILL KIT FROM OUR TAYLOR STREET BRIDGE PROJECT AND HE RESPONDED IN THE AFFIRMATIVE. I LOADED THE SPILL KIT AND PROCEEDED TOWARD THE CHINA EMBASSY PROJECT. I CALLED MY SUPERVISOR (CHERRY HILL SAFETY DIRECTOR) TO NOTIFY HIM OF THE SPILL AND HE INFORMED ME THAT HE WAS ALREADY AWARE OF THE SPILL AND THAT CLEAN VENTURES (CLEAN-UP CONTRACTOR) HAD ALREADY BEEN NOTIFIED AND WAS PREPARING TO RESPOND TO THE SPILL.    AT APPROXIMATELY 12:10-12:15 PM I ARRIVED ON THE SCENE. I NOTED THE FUEL TRUCK WAS PARKED JUST EAST OF THE SITE ACCESS CLOSEST TO THE SINGAPORE EMBASSY AND A STREAM OF FUEL HAD TRAVELED FROM THE TRUCK DOWNHILL TOWARD CONNECTICUT AVENUE. I ALSO NOTED CHERRY HILL PERSONNEL SPREADING ABSORBENT IN THE INTERSECTION OF INTERNATIONAL DRIVE AND VAN NESS.     THE ABSORBENT AND PADS FROM THE SPILL KIT I BROUGHT WERE IMMEDIATELY PLACED ON THE FUEL IN THE INTERSECTION OF INTERNATIONAL DRIVE AND VAN NESS. AS THE ABSORBENT WAS BEING PLACED I HEARD SIRENS FROM DCFD EQUIPMENT.     ONCE DCFD ARRIVED I SOUGHT OUT THE INCIDENT COMMANDER (BATTALION CHIEF - NO NAME) TO NOTIFY HIM THAT DCFD SHOULD CHECK THE OUTFALL OF THE STORM SEWER FOR POSSIBLE FUEL. HE SENT DCFD PERSONNEL TO SOAPSTONE TO CHECK ON THE STATUS AND BASED UPON THE FACT THAT CHERRY HILL WAS ACTIVELY CLEANING THE SPILL AND HAD A CLEAN-UP CONTRACTOR ON THE WAY HE REMOVED THE DCFD EQUIPMENT AND PERSONNEL FROM THE SCENE. THE CAPT. (SOD BATTALION CHIEF) REMAINED ON THE SCENE. HE ADVISED THAT HE IS RESPONSIBLE FOR THE BATTALION THAT INCLUDES HAZMAT. ADDITION CHERRY HILL PERSONNEL AND ABSORBENT MATERIALS ARRIVED ON-SITE.     ANOTHER CHERRY HILL FUEL TRUCK NUMBER 343 AR,No,No,No,No,No,No,No,No,No
Paper,No,I-1975010163,PENN CENTRAL TRANSPORTN CO,,WASHINGTON,DC,12/17/1974,,0,,UN1789,HYDROCHLORIC ACID  SOLUTION,CORROSIVE MATERIAL,0,0,0,0,STANDARD DISTRIBUTING CO INC,UNKNOWN,DELAWARE,Rail,,,,20700,LGA,1,1,,,,,,,Auxiliary Valve; Piping or Fittings,; ,Defective Component or Device; ,,No,No,No,No,No,No,No,No,No
Paper,No,I-1973100211,PENN CENTRAL TRANSPORTN CO*,,WASHINGTON,DC,10/03/1973,,0,,UN1155,DIETHYL ETHER OR ETHYL ETHER,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,US INDUSTRIAL CHEM. CO.,TUSCOLA,ILLINOIS,Rail,,,,9999,LGA,1,1,,,,,,,Auxiliary Valve; Piping or Fittings,; ,Loose Closure  Component  or Device; ,,No,No,No,No,No,No,No,No,No
Paper,No,I-2005010159,GRIFFITH ENERGY SERVICES  INC.,1255 23RD ST I NW,WASHINGTON,DC,12/08/2004,1245,3,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,5,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,2700,LGA,1,1,,,,,,,,,Overfilled,WHILE MAKING DELIVERY DRIVER WAS INSTRUCTED BY ONSITE ENGINEER TO CONTINUE FILLING TANK AND OVERFILL OCCURRED.  1 QUART OF FUEL WAS RELEASED ONTO FLOOR AND THE REST OF THE OIL WENT INTO A CATCH BASIN.  DRIVER USED SORBENT DUST AND SPILL WAS PROPERLY CLEANED  CONTAINED AND DISPOSED OF.,No,No,No,No,No,No,No,No,No
Paper,No,I-1990040095,STEUART INVESTMENT COMPANY INC,5320 MACOMB ST  NW,WASHINGTON,DC,03/28/1990,,1,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART PETROLEUM CO,BETHESDA,MARYLAND,Highway,,,,,,1,1,,,,,,,,,,CUSTOMERS' FILL LINES INSIDE BUILDING IMPROPERLY CONNECTED CAUSING LEAKAGE.,No,No,No,No,No,No,No,No,No
Paper,No,I-1971110042,B P OIL CORP,,WASHINGTON,DC,11/01/1971,,0,,UN1203,GASOLINE INCLUDES GASOLINE MIXED WITH ETHYL ALCOHOL  WITH NOT MORE THAN 10% ALCOHOL,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,BP OIL CORP,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,4000,LGA,1,1,,,,,,,Auxiliary Valve; Piping or Fittings,; ,Loose Closure  Component  or Device; ,,No,No,No,No,No,No,No,No,No
Paper,No,I-1985090310,USAIR (ALLEGHANY) INC,,WASHINGTON,DC,08/24/1985,,0,,UN1993,FLAMMABLE LIQUIDS  N.O.S.,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,NOT REPORTED BY CARRIER,,,Air,,,,1,LGA,1,1,,,0.25,LGA,4,1,,Punctured,,,No,No,No,No,No,No,No,No,No
Web,No,E-2008120277,ENTERPRISE TRANSPORTATION COMPANY,713 lamont street north west,WASHINGTON,DC,12/11/2008,1245,10,LGA,UN1824,SODIUM HYDROXIDE  SOLUTION,CORROSIVE MATERIAL,0,0,0,0,ROYAL CHEMICAL COMPANY  LTD.,EAST STROUDSBURG,PENNSYLVANIA,Highway,MC 307  (Highway)  13098 OHO,,,5000,LGA,1,1,,,,,,,Gauging Device,Vented,Human Error,Driver is directed by a consignee employee at to where to unload and into what   storage tank. The driver had paperwork that requires the customer representative to  sign prior to off-loading that states that their storage tank has the capacity to hold the shipment. The driver's responsibility during the off-loading is with the vehicle. The consignee employee's responsibility is to monitor the storage tank level.  The storage tank is out of the drivers view so when the tank level gets to a critical point the employee is to signal to the driver to stop the off-load.  The tank overflowed because the consignee employee assigned to monitor their storage tank left the area. Liquid level in the storage tank raised to a critical point and because air pressure is used to unload the tank trailer some of that pressure pushed the level even higher and some material vented out of the tank into a containment area. The material was cleaned up by plant employees.,No,No,No,No,No,No,No,No,No
Paper,No,I-2005120556,NEW ENGLAND MOTOR FREIGHT  INC.,2338 PITTS PL SE,WASHINGTON,DC,11/10/2005,1540,0.156250,LGA,UN2920,CORROSIVE LIQUIDS  FLAMMABLE  N.O.S.,CORROSIVE MATERIAL,0,0,0,0,NATIONAL CHEMSEARCH CORP,MONMOUTH JUNCTION,NEW JERSEY,Highway,,Fiberboard,Box,1.8750,LGA,24,1,Plastic,Bottle,,,,,Inner Packaging,Burst or Ruptured,Dropped,A BOX OF DRAIN CLEANER (12 BOTTLES) WAS DROPPED AND ONE OF THE 20 OZ BOTTLES BURST & LEAKED ONTO CARDBOARD CARTON AND ONTO FLOOR OF TRUCK.  5 MINUTES TAKEN TO CLEAN UP WITH RAG.,No,No,No,No,No,No,No,No,No
Paper,No,I-1975080426,DAVIDSON TRANSFER & STORAGE CO,,WASHINGTON,DC,03/07/1975,,0,,UN1263,PAINT RELATED MATERIAL INCLUDING PAINT THINNING  DRYING  REMOVING  OR REDUCING COMPOUND,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,THE SHERWIN-WILLIAMS COMPANY INC,GIBBSBORO,NEW JERSEY,Highway,,,,,,,,,,1,LGA,,3,,,Dropped,,No,No,No,No,No,No,No,No,No
Paper,No,I-1990030265,GRIFFITH ENERGY SERVICES  INC.,N & 1ST NE,WASHINGTON,DC,03/12/1990,0800,10,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,28,GRIFFITH ENERGY SERVICES  INC.,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,2800,LGA,1,1,,,,,,,Closure (e.g.  Cap  Top  or Plug); Manway or Dome Cover; Piping or Fittings,; ; ,Overfilled; ; ,TRUCK WAS LOADED ON 3-9-90 AND PRODUCT STAYED IN TRUCK OVER THE WEEKEND. PRODUCT EXPANDED OUT OF DOME LIDS DUE TO HEAT. OIL SPILLED ONTO ROADWAY WHEN TRUCK WAS MOVED. DRIVER WAS INSTRUCTED THAT PROPER PRE-TRIP SHOULD INCLUDE CHECKING THE TOP OF THE TANK.,No,No,No,No,No,No,No,No,No
Paper,No,I-1986050234,MATLACK INC,,WASHINGTON,DC,04/30/1986,,30,LGA,UN1255,NAPHTHA  PETROLEUM,COMBUSTIBLE LIQUID,0,0,0,0,UNION CHEMICAL DIV PETROCHEM,PHILADELPHIA,PENNSYLVANIA,Highway,,,,6570,LGA,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1984120419,BALTIMORE TANK LINES INC,,WASHINGTON,DC,12/12/1984,,50,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,PETROLEUM FUEL & TERMINAL CO,BALTIMORE,MARYLAND,Highway,,,,7000,LGA,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1986070375,STEUART PETROLEUM CO,,WASHINGTON,DC,07/09/1986,,172,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No
Paper,No,I-1988100007,A. F. WOODSON COMPANY,,WASHINGTON,DC,02/12/1988,,26,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,SHIPPER INFORMATION UNOBTAINBL,,,Highway,,,,,,1,1,,,,,,,Auxiliary Valve; Piping or Fittings,; ,Defective Component or Device; ,,No,No,No,No,No,No,No,No,No
Paper,No,I-1974080353,MOTOR FREIGHT EXPRESS INC,,WASHINGTON,DC,08/02/1974,,0,,NA1760,COMPOUNDS  CLEANING LIQUID,CORROSIVE MATERIAL,0,0,0,0,DYNACHEM CORP,VIENNA,VIRGINIA,Highway,,,,5,LGA,4,1,,,,,,,,Punctured,Dropped,,No,No,No,No,No,No,No,No,No
Paper,No,I-1977101313,PRESTON TRUCKING COMPANY  INC.,,WASHINGTON,DC,09/08/1977,,0,,UN1263,PAINT RELATED MATERIAL INCLUDING PAINT THINNING  DRYING  REMOVING  OR REDUCING COMPOUND,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,GLOSS-FLO CORPORATION,BROOKLYN,NEW YORK,Highway,,,,1,LGA,188,4,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1995110120,GRIFFITH ENERGY SERVICES  INC.,3900 16TH ST NW,WASHINGTON,DC,10/20/1995,,5,LGA,NA1993,FUEL OIL,COMBUSTIBLE LIQUID,0,0,0,15,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,4500,LGA,1,1,,,,,,,,,,WHILE MAKING DELIVERY  A SMALL AMOUNT OF OIL SPILLED AROUND FILL AREA. OIL WAS CONTAINED  CLEANED UP AND PROPERLY DISPOSED OF.,No,No,No,No,No,No,No,No,No
Paper,No,I-2015030299,QUALITY CARRIERS  INC.,5900 MACARTHUR BLVD,WASHINGTON,DC,02/10/2015,1230,0.031250,LGA,UN1824,CAUSTIC SODA  (ETC.,CORROSIVE MATERIAL,0,0,0,0,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L..P.,BALTIMORE,MARYLAND,Highway,DOT 407,,,5208,LGA,0,0,,,,,,,Hose,Leaked,Human Error,After completing off-loading at Consignee  Carrier disconnected hose and 1/2 cups spilled out of hose. Spill was cleaned up. Event 44999,No,No,No,No,No,No,No,No,No
Paper,No,I-1982050273,BALTIMORE TANK LINES INC,,WASHINGTON,DC,05/10/1982,,100,LGA,UN1223,KEROSENE,COMBUSTIBLE LIQUID,0,0,0,0,APEX CORP,BALTIMORE,MARYLAND,Highway,,,,,,1,1,,,,,,,,Burst or Ruptured,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1972070390,ALLEGHENY AIRLINES,,WASHINGTON,DC,07/20/1972,,0,,UN2982,RADIOACTIVE MATERIAL  N.O.S.,RADIOACTIVE MATERIAL,0,0,0,0,NEW ENGLAND NUCLEA,BOSTON,MASSACHUSETTS,Air,,,,,,,,,,10,SLB,5,1,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-2004040890,GRIFFITH ENERGY SERVICES  INC.,2550 M ST NW,WASHINGTON,DC,03/09/2004,1415,1,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,1,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,2700,LGA,1,1,,,,,,,,,,WHILE FILLING TANK DRIVER COMPLETED FILL AND SHUT OFF SKULLY CAUSING LESS THAN ONE GALLON OF OIL TO BE RELEASED.  DRIVER USED SORBENT PADS AND DUST TO PROPERLY CLEAN  CONTAIN AND DISPOSE OF OIL.,No,No,No,No,No,No,No,No,No
Paper,No,I-1989040355,GRIFFITH CONSUMERS CO,,WASHINGTON,DC,03/31/1989,,25,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,GRIFFITH CONSUMERS CO,CHEVERLY,MARYLAND,Highway,,,,,,1,1,,,,,,,Auxiliary Valve; Piping or Fittings,; ,Loose Closure  Component  or Device; Defective Component or Device,,No,No,No,No,No,No,No,No,No
Paper,No,I-1979081045,YELLOW FREIGHT SYSTEM INC,,WASHINGTON,DC,07/19/1979,,0,,NA1760,COMPOUNDS  CLEANING LIQUID,CORROSIVE MATERIAL,0,0,0,0,BUILDING MAINTENANCE INC,UNKNOWN,MISSOURI,Highway,,,,,,27,1,,,,,108,1,,,Dropped,,No,No,No,No,No,No,No,No,No
Web,No,E-2009040271,GRIFFITH ENERGY SERVICES  INC.,919 FLORIDA AVE  NW,WASHINGTON,DC,12/22/2008,1430,200,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,50360,GRIFFITH ENERGY SERVICES  INC.,HYATTSVILLE,MARYLAND,Highway,,Metal,IBC,260,LGA,1,1,,,,,,,Basic Material,Leaked,Defective Component or Device,DRIVER MADE DELIVERY TO CUSTOMER ACCOUNT AND OVERFILL OCCURED DUE TO FAILURE OF VENT ALARM AND INPROPER ORDER AMOUNT FROM CUSTOMER. OIL OVERFILLED INTO CONTAINMENT ARE AND CONTAINMENT LEAKED OUT CONTENTS DUE TO BEING DEFECTIVE CAUSING OIL TO LEAK INTO PROPERTY. PROFESSIONAL REMEDIATION COMPANY WAS CALLED AND OIL SPILL WAS PROPERLY CLEANED  CONTAINED AND DISPOSED OF.,Yes,Yes,Yes,No,No,No,No,No,No
Paper,No,I-1982040322,CONSOLIDATED RAIL CORP(CONRAIL,,WASHINGTON,DC,03/30/1982,,0,,UN2187,CARBON DIOXIDE  REFRIGERATED LIQUID,NONFLAMMABLE COMPRESSED GAS,0,0,0,0,AIRCO INDUSTRIAL GAS CO.,SHEFFIELD,ALABAMA,Rail,,,,18399,LGA,,1,,,,,,,Auxiliary Valve; Piping or Fittings,; ,Loose Closure  Component  or Device; ,,No,No,No,No,No,No,No,No,No
Paper,No,I-1978081485,GRIFFITH CONSUMERS CO,,WASHINGTON,DC,08/28/1978,,20,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,GRIFFITH CONSUMERS CO,CHEVERLY,MARYLAND,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1972010137,USAIR (ALLEGHENY) INC,,WASHINGTON,DC,01/07/1972,,0,,UN2982,RADIOACTIVE MATERIAL  N.O.S.,RADIOACTIVE MATERIAL,0,0,0,0,PHELPS RADIATION,NORWICH,CONNECTICUT,Air,,,,37,SLB,1,1,,,37,SLB,1,1,,,Loose Closure  Component  or Device,,No,No,No,No,No,No,No,No,No
Paper,No,I-1989100657,GRIFFITH CONSUMERS CO,,WASHINGTON,DC,10/12/1989,,5,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,GRIFFITH CONSUMERS CO,CHEVERLY,MARYLAND,Highway,,,,3400,LGA,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1991010344,MR WALLEY TRUCKING,1330 HAMLIN ST NE,WASHINGTON,DC,01/21/1991,1830,5,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,206,STEUART HOLDING CO  LLC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,2500,LGA,1,1,,,,,,,Auxiliary Valve; Piping or Fittings,; ,Loose Closure  Component  or Device; ,AFTER THE DRIVER COMPLETED THE DELIVERY HE WAS WINDING UP THE HOSE.  THE ELECTRIC MOTOR WHICH POWERS THE HOSE REEL GOT STUCK IN THE ON POSITION CAUSING THE NOZZLE TO SLAM UP UNDER THE TRUCK AT WHICH TIME IT OPENED UP SPILLING 5 GALLONS ON THE STREET.  THE DRIVER AND OTHER COMPANY EMPLOYEES CLEANED UP THE SPILL.  ALL MATERIAL USED IN THE CLEANUP HAS BEEN RETURNED TO THE A.P. WOODSON COMPANY TERMINAL FOR PROPER DISPOSAL.,No,No,No,No,No,No,No,No,No
Paper,No,I-1975060403,DAVIDSON TRANSFER & STORAGE CO,,WASHINGTON,DC,06/03/1975,,0,,NA1760,ACID  LIQUID  N.O.S.,CORROSIVE MATERIAL,0,0,1,0,HUNT PHILLIP A CHEMICAL CORP,UNKNOWN,NEW YORK,Highway,,,,55,LGA,1,1,,,,,,,,,Defective Component or Device,,No,No,No,No,No,No,No,No,No
Paper,No,I-1992010365,GRIFFITH ENERGY SERVICES  INC.,2701 CONN AVE NW,WASHINGTON,DC,01/02/1992,1600,12,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,312,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,4500,LGA,1,1,,,,,,,,,Overfilled,DRIVER STUCK TANK BEFORE DELIVERY TO MAKE SURE TANK WOULD HOLD THE PRODUCT. INFO ON DELIVERY TICKET WAS INCORRECT AND THE WRONG AMOUNT OF OIL WAS DELIVERED. A SPILL OF ABOUT 10-12 GALS OCCURRED AND THE SPILL WAS CONTAINED AND CLEANED UP.,No,No,No,No,No,No,No,No,No
Paper,No,I-1981030390,HEMINGWAY TRANSPORT  INC.,,WASHINGTON,DC,03/05/1981,,0,,UN1263,PAINT RELATED MATERIAL INCLUDING PAINT THINNING  DRYING  REMOVING  OR REDUCING COMPOUND,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,MOHAWK FINISHING PROD INC,AMSTERDAM,NEW YORK,Highway,,,,28,SLB,2,1,,,28,SLB,2,1,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1997110027,GRIFFITH ENERGY SERVICES  INC.,3002 RODMAN ST,WASHINGTON,DC,10/24/1997,0920,1,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,101,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,4200,LGA,1,1,,,,,,,,,,WHILE DRIVER WAS FILLING STORAGE TANK  A SMALL AMOUNT OF OIL SPILLED OUT OF VENT LINE. THE SPILL WAS CLEANED UP AND THE MATERIALS WERE PROPERLY DISPOSED OF.,No,No,No,No,No,No,No,No,No
Web,No,E-2011100097,GRIFFITH ENERGY SERVICES  INC.,1335 Taylor St NW,WASHINGTON DC,DC,02/10/2011,0230,1,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,GRIFFITH ENERGY SERVICES  INC.,HYATTSVILLE,MARYLAND,Highway,,Metal,IBC,275,LGA,1,1,,,,,,,Fill Hole,Leaked,Overfilled,Poor vent caused oil to spill out of vent and onto the ground.,No,No,No,No,No,No,No,No,No
Web,No,E-2010110081,MARYLAND CHEMICAL COMPANY INC,New Jersey Ave & E Street SE,WASHINGTON,DC,10/28/2010,0800,15,LGA,UN1830,SULFURIC ACID,CORROSIVE MATERIAL,0,0,0,8000,MARYLAND CHEMICAL COMPANY INC,BALTIMORE,MARYLAND,Highway,,Plastic,IBC,550,LGA,1,1,,,,,,,Hose Adaptor or Coupling,Cracked,Broken Component or Device,Driver hooked up hoses to pump from IBC into customer tank. Driver checked all connections again and turned on pump. Driver started to walk away to make sure product was going into customer tank. He was about 15ft. away when he turned around and saw acid spraying from the connection at the discharge hose and pump. Driver turned off the pump to stop the product from spraying. The customer employees and driver started spreading soda ash to neutralize and contain the acid. The driver then turned off all valves and disconnected the hoses. When the driver disconnected the hoses  he saw that one of the metal ears of the 1.5  dry mate valve had broken in half causing the leak. DC Hazmat and Fire showed up on scene to take over. Environmental clean up team called in the clean up the spill.,No,No,No,No,No,No,No,No,No
Paper,Yes,I-1983090138,CHEMICAL LEAMAN TANK LINES,,WASHINGTON,DC,07/15/1983,,0,,UN1832,SULFURIC ACID  SPENT,CORROSIVE MATERIAL,0,0,0,0,BETHLEHEM STEEL CORPORATION,SPARROWS POINT,MARYLAND,Highway,,,,,,1,1,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No
Paper,No,I-1981080928,TRI-STATE MOTOR TRANSIT CO,,WASHINGTON,DC,08/11/1981,,1,LGA,NA9189,HAZARDOUS WASTE  LIQUID OR SOLID  N.O.S.,MISCELLANEOUS HAZARDOUS MATERIAL,0,0,0,0,GENERAL SERVICES ADMINISTRATION  US,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,55,LGA,70,1,,,,,,,,Punctured,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1976070237,BOSS-LINCO LINES INC,,WASHINGTON,DC,06/29/1976,,1,LGA,UN1830,SULFURIC ACID,CORROSIVE MATERIAL,0,0,0,0,EASTMAN KODAK COMPANY,ROCHESTER,NEW YORK,Highway,,,,,,44,1,,,,,44,1,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1979100464,MASON & DIXON LINES INC,,WASHINGTON,DC,09/26/1979,,5,LGA,NA1760,BOILER COMPOUND  LIQUID,CORROSIVE MATERIAL,0,0,0,0,MOGUL CORPORATION,CHAGRIN FALLS,OHIO,Highway,,,,30,LGA,3,1,,,,,,,,,Inadequate Blocking and Bracing,,No,No,No,No,No,No,No,No,No
Paper,No,I-1983110155,STEWART PETROLEUM,,WASHINGTON,DC,07/08/1983,,20,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEWART PETROLEUM,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,Auxiliary Valve; Piping or Fittings,; ,Defective Component or Device; ,,No,No,No,No,No,No,No,No,No
Web,No,E-2007070056,GRIFFITH ENERGY SERVICES  INC.,1401 I STREET,WASHINGTON,DC,03/06/2007,1132,20,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,GRIFFITH ENERGY SERVICES  INC.,HYATTSVILLE,MARYLAND,Highway,,Metal,IBC,650,LGA,1,1,,,,,,,Vent,Leaked,Over-pressurized,made delivery to customer location and oil came out of vent into containment area. service went out and oil spill was cleaned  contained and properly disposed of.,No,No,No,No,No,No,No,No,No
Paper,No,I-1983120328,STEUART PETROLEUM CO,,WASHINGTON,DC,12/15/1983,,350,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No
